"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold"
"PDHA1",0.351913820477026,8.36172521656786,1.02695261438149,0.307171168854095,0.751960549220392,-5.6103729907103,"No"
"CCDC78",0.532547622254673,3.88919801671689,1.02683346562532,0.307226972410566,0.751960549220392,-5.6104893548251,"No"
"TP53AIP1",-0.190123719889562,3.6494318659679,-1.02682077622642,0.307232915917793,0.751960549220392,-5.61050174688199,"No"
"FCGR2C",0.353079174217116,6.35426215016846,1.02679517631461,0.307244906734013,0.751960549220392,-5.61052674647369,"No"
"PIN4",0.236313458526999,6.86363570664309,1.02672663554903,0.307277012290799,0.751960549220392,-5.610593676958,"No"
"SLC41A3",-0.341796802442449,6.84442086735603,-1.02668930855086,0.307294497784942,0.751960549220392,-5.61063012517017,"No"
"PRKACG",0.163026627340488,4.30927465802367,1.02660000204047,0.30733633532868,0.751960549220392,-5.61071732389738,"No"
"FAM99B",-0.166922425327816,3.66284880267899,-1.02646068151712,0.307401610661161,0.751960549220392,-5.61085334144076,"No"
"FUCA1",0.41437715099025,9.18935136481181,1.02644159054038,0.307410556013126,0.751960549220392,-5.61087197840935,"No"
"ZNF717",-0.408044401506086,6.29429735550946,-1.0261697832603,0.30753793423018,0.75201459241239,-5.61113728506513,"No"
"HLA-E",-0.417770585737829,10.5614383197526,-1.02613746098739,0.307553083918835,0.75201459241239,-5.61116882974671,"No"
"HUWE1",0.128116704993603,7.04226816779429,1.02611050654818,0.307565718048102,0.75201459241239,-5.61119513498943,"No"
"CASC15",-0.242854615403452,5.53208593674395,-1.02590425600265,0.307662403704784,0.752105594412827,-5.61139639567673,"No"
"C3orf18",-0.343075895688277,6.40965237493049,-1.02575133527073,0.30773410273508,0.752105594412827,-5.61154559127751,"No"
"BTN2A2",0.342097027654614,5.53923454567988,1.02574724323914,0.307736021495917,0.752105594412827,-5.6115495833295,"No"
"ARL6IP5",-0.297620471069342,10.6558109682374,-1.02560589034008,0.307802307061304,0.75214575867598,-5.61168747304602,"No"
"BOP1",0.43498391664323,6.56270932672382,1.02552299719428,0.307841183169318,0.75214575867598,-5.61176832666106,"No"
"LRRN1",-1.3503984634005,5.85453562229702,-1.025164298045,0.308009447778711,0.752309590881509,-5.61211812673917,"No"
"CCER1",0.139160104858723,3.87467885165143,1.0251260346738,0.308027400653087,0.752309590881509,-5.61215543377356,"No"
"PKDCC",-0.40810928028793,6.328690966167,-1.02509628855456,0.30804135778574,0.752309590881509,-5.61218443549324,"No"
"ENO1",0.403781619416186,8.1294302710933,1.02485616065981,0.308154043417029,0.7524764009927,-5.6124185240856,"No"
"FRK",0.647524998094323,5.13925655811632,1.02468982812142,0.308232115101824,0.752558651992559,-5.61258064192151,"No"
"IL17RA",0.229405375215076,6.43701827125943,1.02459282160711,0.308277653295529,0.752561459175292,-5.61267517852944,"No"
"LRRC56",0.235470010458326,6.38654009304099,1.02402608288799,0.308543790360871,0.753102709729084,-5.61322731277392,"No"
"DOCK9",-0.24166477436247,5.81256725824988,-1.02346617940372,0.308806869276058,0.753636341112176,-5.61377249511802,"No"
"DIPK1B",-0.271678734266055,4.93112057306722,-1.023233411621,0.308916283007579,0.753794856377447,-5.61399905725823,"No"
"FGD5",-0.347277736693838,5.52331501378643,-1.02309154799496,0.308982979533915,0.753849105629298,-5.61413711409695,"No"
"LINC00689",0.23789929186745,4.32749793915834,1.02291871682688,0.309064248381548,0.753938887346872,-5.61430528224299,"No"
"HPCAL4",0.146186975650608,4.4422848857819,1.02262264600961,0.309203500476577,0.754064445250031,-5.61459330056057,"No"
"LINC01620",-0.169216618357304,4.35378719815471,-1.02262015376353,0.309204672842882,0.754064445250031,-5.6145957246774,"No"
"ZNF18",0.311043070147295,6.57844314437166,1.02251361578448,0.309254791688386,0.754078201968201,-5.61469934489067,"No"
"ADAMTS6",0.486171441832505,4.35871473112784,1.02232717618049,0.309342511924914,0.754183627721454,-5.61488065309839,"No"
"BMS1P20",0.189545420104245,5.72060881339988,1.02212924616241,0.309435656715945,0.754235700785589,-5.61507310015067,"No"
"TOX2",0.644938205989486,4.36675598892749,1.02204777025239,0.309474004309408,0.754235700785589,-5.61515230848453,"No"
"TMEM51-AS1",0.150497643385776,3.99412858802583,1.02186341117796,0.309560786854332,0.754235700785589,-5.61533151386413,"No"
"LOC100288570",-0.233139716220639,4.30019967237385,-1.02183362512622,0.309574809446358,0.754235700785589,-5.61536046429581,"No"
"MS4A7",0.694835785429221,8.28849174159066,1.02180920419504,0.309586306580566,0.754235700785589,-5.61538419950584,"No"
"SOAT1",0.527618672114042,6.95464259118035,1.02162832161624,0.309671473247715,0.754334792735885,-5.61555998579946,"No"
"PKP1",-0.939134028206153,5.33197839582558,-1.02151560254966,0.309724553795819,0.754355708239378,-5.61566951369298,"No"
"HSD11B1-AS1",0.27327110943117,4.23968456476066,1.02139454719343,0.309781566790828,0.754386194106823,-5.61578712873043,"No"
"MAP3K7CL",0.376680895488092,4.61517600153378,1.02130000296184,0.309826098839865,0.754386281736475,-5.61587897660979,"No"
"LOC100505874",0.665448136373228,4.9650261263952,1.02117636570278,0.30988434071841,0.754419746200449,-5.61599907527499,"No"
"CYP2R1",0.283805640068719,5.35797381981936,1.02087110138902,0.310028173242394,0.754562104968264,-5.6162955419025,"No"
"IARS1",0.334624793194838,10.2546479376224,1.02065150876366,0.310131667228518,0.754562104968264,-5.61650875238102,"No"
"BBLN",0.288712055894358,7.18342738799751,1.0206017019082,0.310155144421485,0.754562104968264,-5.61655710544149,"No"
"ANGEL1",0.247314830715052,6.4165766398281,1.02045647125416,0.310223607834091,0.754562104968264,-5.61669808385733,"No"
"SERGEF",-0.343022511555125,6.00117806020465,-1.02043198254509,0.310235153094517,0.754562104968264,-5.61672185362677,"No"
"VMP1",0.431224069765868,10.7653321307635,1.02041704624139,0.310242194992183,0.754562104968264,-5.616736351157,"No"
"MGA",-0.239846588451708,6.95408087161299,-1.02020461355194,0.310342360518435,0.754562104968264,-5.6169425209325,"No"
"SCN1B",-0.421695269730468,5.71279129833292,-1.02016374566074,0.310361632894004,0.754562104968264,-5.61698217915533,"No"
"ANKRD11",-0.265474301814708,7.51581721106858,-1.02014864358022,0.310368754897731,0.754562104968264,-5.61699683382964,"No"
"EFTUD2",0.205199928216957,6.45995062057507,1.0201080899801,0.310387880149149,0.754562104968264,-5.61703618496244,"No"
"PDE12",0.18722364177705,5.53376974992981,1.020011129994,0.310433610099562,0.754565078943079,-5.61713026376736,"No"
"UQCRC1",0.28971509603819,8.79709584539811,1.01991580377907,0.310478573909792,0.754566190089823,-5.61722274883823,"No"
"PPP1R1A",-0.89497199784854,5.48805620366199,-1.01970883307954,0.310576213633952,0.754667842819585,-5.61742352184263,"No"
"FADS1",0.628198973974918,6.85282476831676,1.01905232500047,0.310886061739886,0.754667842819585,-5.6180601077086,"No"
"CIAO1",0.222667300036875,7.5193577879664,1.01880516674192,0.311002765218137,0.754667842819585,-5.61829966206314,"No"
"OR8G1",-0.148396617777533,3.7066595635326,-1.01877495758658,0.311017031427582,0.754667842819585,-5.61832893793329,"No"
"HMGCS2",-1.63832877591858,6.38216583448292,-1.0187510283156,0.311028332286496,0.754667842819585,-5.618352127329,"No"
"GALNT18",0.483600357961952,6.18160912022417,1.01870711078413,0.31104907353568,0.754667842819585,-5.61839468557947,"No"
"SCRIB",0.416047136999545,8.69347151994322,1.01863617018091,0.311082579125083,0.754667842819585,-5.6184634267335,"No"
"CCK",0.369408240261053,4.40992336009512,1.01863502462292,0.311083120197512,0.754667842819585,-5.61846453673616,"No"
"LINC00680",-0.25811391852325,4.31647779192223,-1.01850591425446,0.311144105929868,0.754667842819585,-5.61858963202366,"No"
"CSMD2",0.208317211183815,4.43270876613966,1.01848986169451,0.311151688972824,0.754667842819585,-5.6186051842982,"No"
"TTLL12",0.495240861442731,7.69925323307477,1.01848326916924,0.311154803241125,0.754667842819585,-5.61861157129507,"No"
"LDHD",-0.282297173199187,4.09678657917603,-1.01834771728997,0.311218841746627,0.754667842819585,-5.61874288826529,"No"
"THUMPD3",0.198316341117865,7.69597825718954,1.01828802554732,0.311247044600736,0.754667842819585,-5.6188007097079,"No"
"SMC5",-0.318194402951121,6.77827316333958,-1.018234656898,0.311272261402495,0.754667842819585,-5.61885240337453,"No"
"PCNP",-0.177066311365,7.63890879083575,-1.01816657705511,0.311304431263151,0.754667842819585,-5.61891834268235,"No"
"ADAM23",0.181916092897903,3.81266402963644,1.01805640107519,0.311356497591343,0.754667842819585,-5.61902504543996,"No"
"ZNF692",0.338885206032564,7.71555980970697,1.01795101850401,0.311406304140707,0.754667842819585,-5.61912709534913,"No"
"RAD54L2",-0.150135161562223,5.74135811583905,-1.017923654612,0.311419237902666,0.754667842819585,-5.6191535921873,"No"
"LOC730098",-0.211376239586029,5.11124804292477,-1.01792198381539,0.311420027629683,0.754667842819585,-5.61915521002042,"No"
"RP9P",0.226963460015225,7.51441882910598,1.01789512171081,0.311432724589676,0.754667842819585,-5.61918122025272,"No"
"MVK",0.154960097564214,5.52856119427599,1.01766218924548,0.31154283975538,0.754667842819585,-5.61940673767825,"No"
"SERAC1",0.371368802852004,5.99008162164225,1.0176448603592,0.311551032757176,0.754667842819585,-5.61942351291272,"No"
"SEC24C",0.30160354177935,8.28531646327786,1.0176394120013,0.311553608740563,0.754667842819585,-5.61942878713987,"No"
"H2BC21",0.869193934790639,8.23928395542159,1.01755117184482,0.31159533067091,0.754667842819585,-5.61951420328197,"No"
"PPP1R2",0.284356606396105,7.06326148892744,1.01747104986852,0.311633217387042,0.754667842819585,-5.61959175479164,"No"
"ZNF514",-0.323627928642065,6.98534474154103,-1.01703422714441,0.311839828984067,0.754900408545149,-5.62001445853961,"No"
"ISY1",0.150906396649297,6.37338289251485,1.01690271082087,0.311902052508885,0.754900408545149,-5.62014168928312,"No"
"GTF2I",0.223972701110583,8.01690558280503,1.01683399221504,0.311934568237405,0.754900408545149,-5.62020816224,"No"
"ARHGEF1",-0.156012231679771,6.51414397729592,-1.0167292023516,0.311984156251959,0.754900408545149,-5.62030951924136,"No"
"AGTR1",-1.37185166150903,4.77571135440619,-1.01670883431809,0.311993795300541,0.754900408545149,-5.62032921884467,"No"
"ABCC5",0.479301921438261,6.98494921683635,1.01670330590258,0.311996411624151,0.754900408545149,-5.62033456576431,"No"
"OSBP2",0.190342035646055,5.14528292603324,1.01651687359294,0.312084649353993,0.754981499019685,-5.62051486094853,"No"
"HERC2",-0.310836659134877,7.89910632269802,-1.01637063999376,0.312153872880503,0.754981499019685,-5.62065625812258,"No"
"SAFB2",-0.154889729150966,7.16811600681726,-1.01625781084045,0.312207290562162,0.754981499019685,-5.62076534207043,"No"
"LOC105377320",-0.39217873150152,6.23413913588512,-1.01625620560778,0.312208050585526,0.754981499019685,-5.62076689393436,"No"
"OTUD6B",0.421155525280852,7.4237902447074,1.01614324328521,0.312261537535949,0.755003152792996,-5.62087609461704,"No"
"NMUR1",0.182259322626762,3.51347472597523,1.01586559801845,0.312393026908452,0.755182823357106,-5.62114444394199,"No"
"SCP2D1-AS1",0.17807414445199,3.55172153954997,1.0157388254419,0.312453077166703,0.755182823357106,-5.62126694818868,"No"
"POPDC1",-0.369474832687918,4.81150967519692,-1.01570420735794,0.312469476574855,0.755182823357106,-5.62130039811496,"No"
"RNF141",0.392965997993983,7.43084808522154,1.01560388156767,0.312517006539301,0.755190041172649,-5.62139733220929,"No"
"CYB561D2",0.259582063117869,6.25414667116302,1.01540626232915,0.312610644038213,0.755294217763021,-5.62158824322317,"No"
"KLHL15",-0.437805752636733,6.3436335798441,-1.01532085733076,0.312651117118424,0.755294217763021,-5.62167073790518,"No"
"POP4",0.232071071080695,7.35677090533801,1.01506024168049,0.31277464350021,0.755294217763021,-5.6219224307625,"No"
"RTF1",0.197336265894723,6.64503476604085,1.01505157792918,0.312778750498707,0.755294217763021,-5.62193079680623,"No"
"KIF26B",0.388450917063707,5.28256422573136,1.0149614154492,0.312821493615804,0.755294217763021,-5.6220178569453,"No"
"NEURL1B",-0.492900836532703,7.73550070911871,-1.01489646413608,0.312852287356811,0.755294217763021,-5.62208056871238,"No"
"PRINS",-0.173116512377316,5.83105728257262,-1.01485496196015,0.312871964807697,0.755294217763021,-5.62212063782539,"No"
"HDAC7",-0.248749236427917,6.82215366484247,-1.01451764601235,0.313031927348124,0.755316212982732,-5.62244624696087,"No"
"EMG1",0.318942610600168,6.88406018697393,1.01444121193219,0.313068181653398,0.755316212982732,-5.62252001364783,"No"
"ENGASE",0.206776058366991,7.10968520971439,1.01437090353365,0.313101532899444,0.755316212982732,-5.62258786363472,"No"
"WHAMMP2",-0.272628564228541,5.36698987894038,-1.01433366584554,0.313119197802172,0.755316212982732,-5.62262379740533,"No"
"CEP97",0.219685946539999,4.71895809176199,1.01414595075473,0.313208256688244,0.755316212982732,-5.62280491983728,"No"
"IL4R",-0.446102241820822,7.68138424520546,-1.01412924396813,0.313216183818633,0.755316212982732,-5.62282103828584,"No"
"RHOF",0.36802797060974,4.8517741295014,1.01408452584233,0.313237402587985,0.755316212982732,-5.62286418036409,"No"
"NAPA",0.348547006227118,6.3394449198578,1.01408435554672,0.313237483395163,0.755316212982732,-5.62286434465424,"No"
"GFRA3",0.34631535451518,4.05704971150245,1.01388341112443,0.313332843497194,0.755337838728786,-5.62305818402111,"No"
"C19orf53",0.245682818727781,9.25782293302289,1.01380630278324,0.313369441156635,0.755337838728786,-5.62313255598256,"No"
"TRBV7-3",0.217770111859934,4.33060868232515,1.0137838289131,0.31338010838848,0.755337838728786,-5.62315423127239,"No"
"MAST2",0.188842307484306,5.85447965853127,1.01355100858609,0.313490630950304,0.755389332033793,-5.62337875101681,"No"
"CMC1",0.288987429192542,7.67756050448034,1.01335872619963,0.313581929333261,0.755389332033793,-5.62356414012262,"No"
"CYFIP1",0.234110414298936,10.3364288774823,1.01329392624846,0.313612701268955,0.755389332033793,-5.62362660927161,"No"
"PLIN4",-0.433887877935781,5.12947220757898,-1.01327043512422,0.3136238571368,0.755389332033793,-5.62364925447554,"No"
"DYRK1B",0.156222552606471,4.06542224082291,1.01295941832159,0.313771583153087,0.755389332033793,-5.62394902316956,"No"
"FRS3",0.193904530094392,4.69421568524672,1.01290841719382,0.313795811987725,0.755389332033793,-5.62399817123427,"No"
"CBFB",0.329880144604854,7.92115085244261,1.01280162260395,0.313846550379262,0.755389332033793,-5.62410107774623,"No"
"DZIP1",-0.607725241442073,5.26504561744924,-1.0127968466073,0.31384881959605,0.755389332033793,-5.62410567961531,"No"
"CMA1",-0.202422556300717,3.63302200144256,-1.01278073694158,0.31385647385402,0.755389332033793,-5.62412120178408,"No"
"BOLA3-DT",-0.316894926086151,3.75461877513616,-1.01272653511811,0.313882227927018,0.755389332033793,-5.62417342517259,"No"
"DSCAM-AS1",1.86447059540032,5.13292416513865,1.01270685394356,0.313891579814679,0.755389332033793,-5.62419238728395,"No"
"IFT43",0.247365736418989,6.6411080419464,1.01248143986441,0.313998702928174,0.755526007901923,-5.6244095400631,"No"
"DOT1L",0.190776982957478,5.69505575199505,1.01219804352821,0.314133415526722,0.755526007901923,-5.62468248309614,"No"
"RSRC1",0.307581251374522,5.9527603966028,1.01219430790602,0.314135191514721,0.755526007901923,-5.6246860804286,"No"
"PTAR1",-0.281738644826785,7.10699104893063,-1.01212922490254,0.314166134327426,0.755526007901923,-5.62474875203077,"No"
"GPBP1L1",0.215767082757158,8.00766167293768,1.01211859149709,0.314171190026457,0.755526007901923,-5.62475899108208,"No"
"PTEN",-0.295291043035774,7.2338375172502,-1.01174814199148,0.314347355819275,0.755825640354758,-5.62511563638666,"No"
"RBL2",-0.276169632453297,7.24391025350549,-1.01160079843587,0.314417442814933,0.755825640354758,-5.62525745397949,"No"
"FGF21",0.147799689685455,3.88030617668488,1.0115753910887,0.314429529398497,0.755825640354758,-5.62528190641214,"No"
"PTPN1",0.225723163625041,6.13672495771752,1.0111610163056,0.314626696351543,0.756192374531338,-5.62568062259209,"No"
"CXCL1",-0.831558596001047,5.15118627767499,-1.01101774514233,0.314694886559433,0.756227353797885,-5.62581844263424,"No"
"BRD10",-0.230977444091764,5.78158650812222,-1.01069496847996,0.314848548969628,0.756227353797885,-5.62612886853624,"No"
"SCD5",-0.314255707457622,5.20701462110673,-1.01068247863552,0.314854495944627,0.756227353797885,-5.62614087852246,"No"
"HELB",0.283921074457772,4.70815745677703,1.01061370186581,0.314887244993278,0.756227353797885,-5.62620701030066,"No"
"DEFB124",-0.218029811775624,5.1096313433046,-1.01058244282651,0.314902130186923,0.756227353797885,-5.62623706573858,"No"
"ZMYM1",-0.342083670541399,5.93737651043685,-1.01049407162222,0.3149442140774,0.756227353797885,-5.62632202937676,"No"
"FZD9",0.454845022733009,3.85683847396935,1.01047460973406,0.314953482668802,0.756227353797885,-5.62634073984552,"No"
"STON1",-0.552835177294704,6.35868125832384,-1.01034135474796,0.315016949341952,0.756272636525552,-5.62646884042964,"No"
"CNTD1",-0.368874480577461,4.24877931768503,-1.01000261456521,0.315178322949071,0.756552921885678,-5.62679440360477,"No"
"NIPAL4-DT",0.153650188669714,3.98425986726365,1.00960376046766,0.315368405205243,0.756654591980585,-5.62717760556997,"No"
"NOX4",0.637898225850671,5.1436814541545,1.00956669280133,0.315386074463627,0.756654591980585,-5.62721321109116,"No"
"FAM107B",0.539429042485422,8.53218845639744,1.00955452505757,0.315391874676374,0.756654591980585,-5.62722489859627,"No"
"ZNF607",0.350013433019653,4.76996317727884,1.00951679795157,0.315409859173383,0.756654591980585,-5.62726113580762,"No"
"TNFRSF19",-0.555221419895502,5.34776903054587,-1.00944554399313,0.315443827776264,0.756654591980585,-5.62732957224232,"No"
"SELENON",0.240507476743768,6.47746543486349,1.00919903296563,0.315561364796607,0.756829449534826,-5.62756629933453,"No"
"UBA3",0.237278350041155,9.14954309074741,1.00895267288523,0.315678859056634,0.75687813350802,-5.62780282505038,"No"
"FAM27C",0.349515026274059,3.73623964068093,1.00894054217269,0.315684645200796,0.75687813350802,-5.6278144700641,"No"
"LOC100505915",-0.213361040856064,4.15073794227898,-1.0088756627432,0.315715592790416,0.75687813350802,-5.62787674947927,"No"
"TMEM14B",0.340015941014199,9.78059847519432,1.00853892553699,0.315876249501718,0.757068187941069,-5.62819992925,"No"
"MGAT2",0.207808630458436,7.00094141512492,1.00852230937895,0.315884178453175,0.757068187941069,-5.62821587369373,"No"
"RRAGD",-0.694834201151404,6.86215524361747,-1.00831020113242,0.315985404616547,0.757203752631652,-5.62841938484252,"No"
"PPFIA2",0.230900883791731,4.57720861290464,1.00819654140384,0.316039656291847,0.757226728769357,-5.62852842054877,"No"
"TKT",0.379874701847315,7.11810451207943,1.0078446065563,0.31620768005914,0.757479912045155,-5.62886596147599,"No"
"ZBTB20-AS1",-0.158125816971613,3.53131021783568,-1.00773135163756,0.316261763873649,0.757479912045155,-5.62897455985513,"No"
"CPD",0.495040142289896,6.9713556220701,1.00753455421654,0.316355757299584,0.757479912045155,-5.62916323748453,"No"
"RIMS3",-0.344756420560612,4.68924930287054,-1.00750965850373,0.31636764919658,0.757479912045155,-5.62918710344427,"No"
"ZNF704",-0.634613178282619,6.71808902272634,-1.00750741948308,0.316368718720759,0.757479912045155,-5.62918924982481,"No"
"STUB1-DT",0.193465417890429,5.6817913193866,1.00729641631093,0.316469520485599,0.757586756614135,-5.62939150177265,"No"
"GCH1",0.550627923951827,8.55784492031678,1.00722694582262,0.316502713052844,0.757586756614135,-5.62945808196116,"No"
"VPS37A",0.40043673937496,6.68222373710264,1.00700049495111,0.316610925993458,0.75767007673595,-5.62967508026719,"No"
"CHAC1",0.340486507631184,4.67262843858969,1.00696706762311,0.316626901832854,0.75767007673595,-5.62970710822672,"No"
"RNASEH1",0.218185176745933,6.55325686021816,1.0067929138428,0.316710143412015,0.757714443851004,-5.62987395460566,"No"
"XRCC1",-0.239323772764295,6.81783215608779,-1.00674127715333,0.316734827390118,0.757714443851004,-5.62992341922834,"No"
"NEK9",-0.178217202203447,6.76234850741725,-1.00662772953697,0.316789111270952,0.757737386073324,-5.63003218181468,"No"
"FCN3",0.367257560906744,4.88656385426359,1.00634305927759,0.31692523128732,0.757840742289054,-5.63030480305132,"No"
"CTDNEP1",-0.187990768076414,8.34063113546949,-1.00624974661928,0.316969858837639,0.757840742289054,-5.63039414974344,"No"
"ATL2",-0.59778754621174,6.88327560214522,-1.00624247656751,0.31697333597594,0.757840742289054,-5.63040111046427,"No"
"DKKL1",0.200922210504809,4.69062731445736,1.00614396993025,0.317020452480544,0.757840742289054,-5.63049542093396,"No"
"ACTL7A",0.196106403835695,3.89193304783137,1.00607003177463,0.317055820753584,0.757840742289054,-5.63056620355991,"No"
"GLI3",-0.587781556756155,6.57504963055777,-1.00559744463226,0.317281944677366,0.75787839944596,-5.631018501608,"No"
"PARP12",0.50196671793341,8.58635050609529,1.00548332103577,0.317336566749558,0.75787839944596,-5.63112769453454,"No"
"ST6GALNAC5",1.01000383195998,5.31483336302382,1.00548099900488,0.31733767818985,0.75787839944596,-5.63112991611722,"No"
"SERP2",-0.384793192718162,4.39895081812142,-1.00540491418386,0.317374097631611,0.75787839944596,-5.63120270682982,"No"
"NLN",0.226105110030375,6.24419201586972,1.00537268891629,0.317389523706564,0.75787839944596,-5.63123353527538,"No"
"STPG3",0.193253292869001,4.73692665283316,1.00510274074033,0.317518766179586,0.75787839944596,-5.63149174448581,"No"
"MAPK6",0.351079932103547,9.5343779387404,1.00504429541481,0.317546752532946,0.75787839944596,-5.6315476393374,"No"
"CIMAP1A",0.223892736178448,3.67801730715059,1.00483615493403,0.317646433273726,0.75787839944596,-5.63174667106278,"No"
"HAPSTR1",0.240818237438635,6.85510505426346,1.00467508390746,0.317723586249867,0.75787839944596,-5.63190066557153,"No"
"POLR2J2",-0.282983404056321,7.437958058323,-1.0046554126927,0.317733009611649,0.75787839944596,-5.63191947089572,"No"
"PROM2",0.281633427737883,6.49696592314612,1.00454739564884,0.317784757761335,0.75787839944596,-5.63202272681789,"No"
"ZRSR2",0.240211987588514,7.40048289520785,1.0045359319511,0.317790250049628,0.75787839944596,-5.6320336845878,"No"
"CCDC69",-0.531348308474159,5.40709899023291,-1.00449936902277,0.31780776786905,0.75787839944596,-5.63206863306678,"No"
"RAPH1",-0.345936958172278,6.97213881406794,-1.00440290984378,0.317853985922154,0.75787839944596,-5.63216082709169,"No"
"PVT1",0.372862281693564,5.22172123827915,1.00437934669512,0.317865276796771,0.75787839944596,-5.63218334702955,"No"
"ZNF750",-0.864317144176999,4.33356167852941,-1.00430568941948,0.317900573253802,0.75787839944596,-5.63225373994958,"No"
"CLEC11A",-0.445339916616558,6.16276143279638,-1.00404289297871,0.318026526192843,0.75787839944596,-5.6325048486347,"No"
"SIPA1L1",-0.193804249686043,5.53421512565113,-1.00396415051346,0.318064272311019,0.75787839944596,-5.63258007656287,"No"
"GRM1",0.142869673175102,3.53478100385788,1.00386833825915,0.318110205055703,0.75787839944596,-5.63267160462491,"No"
"ABI2",-0.21179052058084,7.22876439549104,-1.00384444533524,0.318121660098899,0.75787839944596,-5.63269442786041,"No"
"IQCE",0.298968217100973,5.50275020488709,1.00380343553614,0.318141322168051,0.75787839944596,-5.63273360040979,"No"
"GOLGA4",-0.255792050309864,8.28949596436316,-1.00378812561698,0.31814866268677,0.75787839944596,-5.63274822403978,"No"
"OST4",0.232539913791181,10.8156637732579,1.00375532730747,0.318164388597203,0.75787839944596,-5.63277955138438,"No"
"PROCR",-0.464313302886742,6.4197855057738,-1.00371263977549,0.318184856900142,0.75787839944596,-5.63282032293384,"No"
"TRAK1",-0.352380037737637,6.59995972927782,-1.00369288537307,0.318194329262312,0.75787839944596,-5.63283919010844,"No"
"ZNF322",0.288470713904657,6.6857676580623,1.0034512594026,0.318310205655686,0.75787839944596,-5.63306993459469,"No"
"NCBP3",-0.199496899282072,5.85881531549677,-1.00343595600908,0.318317545639244,0.75787839944596,-5.63308454698114,"No"
"ZNF143-AS1",0.408377017114424,5.80727171984293,1.00335207163989,0.318357781194066,0.75787839944596,-5.63316463978081,"No"
"GMDS",0.600262063632686,6.64653581266048,1.00303174603827,0.318511458117561,0.75787839944596,-5.6334704264925,"No"
"ENTPD2",0.294892658790278,4.21446852617592,1.00299427826522,0.318529436591203,0.75787839944596,-5.63350618745225,"No"
"NSUN5",0.246702833005365,8.5006322863828,1.00297897684232,0.318536778994702,0.75787839944596,-5.63352079145619,"No"
"ITGB1BP2",0.2510050089349,3.95511922501564,1.00291744684454,0.3185663053649,0.75787839944596,-5.63357951479908,"No"
"CFC1B",0.121694606308945,3.51634017693138,1.00291534246414,0.318567315225126,0.75787839944596,-5.63358152312715,"No"
"FLT1",-0.263070573041071,5.38282531905493,-1.00286506205358,0.318591444665056,0.75787839944596,-5.63362950731442,"No"
"ACAA1",0.256544366523382,8.37371423180093,1.00215099284987,0.318934255977276,0.758587454522831,-5.634310712433,"No"
"PTTG1IP",0.227078381659549,11.3687566848696,1.00197212110416,0.319020167401654,0.758685358132648,-5.63448127759338,"No"
"RNF112",-0.175294610152026,3.94019990261806,-1.0018772078212,0.319065760146284,0.758687362906046,-5.63457177113892,"No"
"ZNF174",0.219824827738956,4.85309183546491,1.00171253860542,0.319144871283765,0.758758046057446,-5.63472875248651,"No"
"GALNT7",0.863096344171071,8.63305971008524,1.00153089965403,0.319232150235851,0.758758046057446,-5.63490188206463,"No"
"LOC100289230",0.36585363478231,5.92212881658734,1.00149541616591,0.319249202186327,0.758758046057446,-5.63493569965002,"No"
"RNF32",0.182466608631389,4.05970191385188,1.00111196013866,0.319433514530406,0.758758046057446,-5.63530107823983,"No"
"SDF4",0.242456625692112,8.45951681161325,1.00093530277352,0.31951845064066,0.758758046057446,-5.63546936136604,"No"
"RAD50",-0.357505851676725,6.31512301207362,-1.00093290664717,0.319519602791266,0.758758046057446,-5.63547164370731,"No"
"TMEM204",-0.207626101443421,6.01863141839362,-1.00084792671478,0.319560466229886,0.758758046057446,-5.6355525847375,"No"
"RNF122",-0.172061842198931,5.67139931324036,-1.0006567710879,0.319652398000511,0.758758046057446,-5.6357346306327,"No"
"SEPTIN2",0.198949614984389,7.77597119929536,1.00062461469403,0.319667864584436,0.758758046057446,-5.63576525123963,"No"
"SIT1",0.375963031843376,4.77091666197666,1.00058713688068,0.319685891292976,0.758758046057446,-5.63580093790209,"No"
"POLR3H",0.237463109720677,7.12167577122672,1.00057625844,0.319691123914792,0.758758046057446,-5.63581129619249,"No"
"CEP95",-0.472932207733106,5.32882119470376,-1.00057149652434,0.319693414454351,0.758758046057446,-5.63581583038356,"No"
"HGFAC",0.169036538848021,3.61846553827158,1.00056955541743,0.319694348153602,0.758758046057446,-5.63581767865671,"No"
"PCDHA12",-0.953721638747872,5.76143927938177,-1.00048224243366,0.319736348780773,0.758758046057446,-5.63590081225889,"No"
"RERG",-1.22080275143125,6.8620895178519,-1.00040993076946,0.319771136021373,0.758758046057446,-5.63596965723803,"No"
"RB1-DT",-0.246070164693648,3.94298383160156,-1.00026851394578,0.319839175210811,0.758758046057446,-5.63610428036155,"No"
"ATE1",0.213597627526324,6.19335640898774,1.00012329433623,0.319909054032956,0.758758046057446,-5.63624250423071,"No"
"NUDT13",0.236313930923742,4.89052039409346,1.00006559416001,0.319936821836016,0.758758046057446,-5.63629741934223,"No"
"AK9",0.4085796840437,4.28583642651927,0.999983226510348,0.319976463463109,0.758758046057446,-5.6363758059166,"No"
"DAPK1",0.558682361448088,8.13886031335838,0.999953929062988,0.319990564427907,0.758758046057446,-5.63640368580946,"No"
"CCR7",0.856474788808506,5.66291556745934,0.99985120840524,0.320040007506337,0.7587691633705,-5.63650143003166,"No"
